,X1,X12_abs,X13_abs,X14_abs,X15_abs,X16_abs,X17_abs
1,5.2100073095869135,3.9696447366371395,3.818917697793656,2.971916047079953,0.0,0.0,0.0
2,7.023121918819962,3.7274325688309777,3.463098545074802,3.7274325688309777,3.853028450566182,3.8881350563106256,1.5674227844432063
3,6.694329500821695,5.550435828088616,4.910896706694897,4.883201103973335,4.928477172323437,4.963223679984046,1.709512808486979
4,6.069622310029172,6.007137518712508,6.033334153319227,6.055192275091187,5.520776993962402,5.541541544887721,1.7715844316052236
5,6.069622310029172,4.527856789046527,4.2227675591120795,5.741841961505597,5.250042021871091,5.172251994640672,1.729315822464911
6,6.069622310029172,6.331126307580532,6.2048798610873614,6.214608856940334,5.183358316301446,5.193332686567649,1.7337043803851415
7,8.908987181403392,8.465145331784177,8.6262143050829,8.737646566969929,9.031371381429759,8.857781668919651,2.0668938275563966
8,6.812920690579613,4.776521073579258,2.6913112869829345,2.904997381972554,2.458850055617974,2.3275526879057282,1.4222529282618925
9,7.205896267537511,4.736057072112882,4.914914665348554,4.791947691821986,4.798717736381301,4.770941042641255,1.5789086714393077
10,5.2100073095869135,0.0,0.0,0.0,0.0,4.849491361395305,1.698980167841453
11,7.6472449133173,4.721111056783007,4.624963021453269,4.205841844376831,3.6872174300492846,3.496734822943469,1.5791912757050732
12,7.989057703421541,4.801987022963095,5.280112208427105,4.638954866015194,4.519056534976433,5.304876390894362,1.6973108491667412
13,9.258843816758871,4.79385865980912,4.32001803052791,4.32001803052791,4.32001803052791,4.320018030527909,1.5563402518539966
14,6.4197237478014255,6.353892297334483,6.378864106297179,6.352265817057881,6.369566902107449,5.749878696721206,1.7935759156149975
15,7.937005259840998,6.4332105601402905,6.373978460218157,6.31730415212417,6.251595529634072,6.2013593997530805,1.8347506430396994
16,6.069622310029172,6.081981714816435,5.548345732771185,5.514323692959224,5.535529371870982,5.5596360065519335,1.773773086944888
17,5.2100073095869135,4.986630952238646,5.119791623535572,5.091838164440803,5.135215356425398,5.1148046840535315,1.7291801419416666
18,8.270371084000276,7.9542981259067975,7.918569343569284,7.612849344539769,6.42085434408713,4.245545614532072,1.9677268549542235
19,8.434326653017493,0.0,0.0,0.0,0.0,0.0,0.0
20,7.514130803550183,0.0,0.0,0.0,0.0,0.0,0.0
21,7.117441267127456,5.807323141107614,5.500243684625799,5.388838586069846,5.236415112612015,4.771547685309907,1.4618934470081009
22,7.023121918819962,2.609843789901817,2.609843789901817,2.609843789901817,0.0,2.9294506061806906,1.3768020519776285
23,6.4197237478014255,5.8742271833879665,5.906149324507923,5.964411264826821,5.9418084775692535,6.00532510485629,1.8157179837618524
24,8.753910168567835,4.202923980014708,5.184515822900518,3.373135529854654,2.87098773937074,0.0,0.0
25,6.694329500821695,4.0991213947376135,4.380966197721757,0.0,4.188309948267551,4.304369241060889,1.6508335788444963
26,6.069622310029172,6.020486198962814,5.891330149838714,5.746851561859872,5.541796659764706,5.568947397333546,1.7732334930720046
27,6.2568903148200254,2.1856020179884115,2.741983402762474,2.524739805985776,1.9617597027354814,2.2419914574577393,1.3380430920506596
28,6.069622310029172,5.314905288800417,5.02699305448864,5.078851722471081,5.113518389938296,5.162526087285771,1.7317276387934795
29,6.069622310029172,2.943194022386059,3.880596175589532,3.8807855422457496,3.5612710386560016,5.587493000033643,1.361084767144731
30,6.069622310029172,4.984087261678544,5.049428839704981,5.095143988694859,5.114899900783446,5.136940766596436,1.6802875242063036
31,7.827468093341816,5.053027343918113,5.083869927406053,4.86545356584069,4.984629016201248,4.927100598538391,1.7936542095934747
32,6.069622310029172,5.590182823426838,5.5623624954418025,5.297511755330493,5.322462896568153,5.341144778484417,1.7499321310816767
33,6.812920690579613,6.731448151251797,6.618725484970514,6.60300496349755,6.577234029985054,6.546339851662542,1.8664891847246863
34,8.908987181403392,4.710822467244643,4.009063090719761,5.321994555416604,4.426351834549677,6.4415328777096805,1.6581703675924837
35,8.908987181403392,4.892163496214587,4.136012165892972,5.6087126024634895,3.834757039263851,0.0,1.6101722121194024
36,7.368062997280773,5.582432061325821,2.253608900881584,2.842072173739426,3.120328253525221,3.378836330272557,1.5203687652860098
37,8.088345084365022,7.558709193059177,7.523342125613281,7.517064016576474,7.4458767999975075,7.47108504137675,1.9570877663992465
38,6.2568903148200254,4.969072332498259,4.626458258339612,4.720755687900965,4.265842871463864,5.521459227161491,1.726922583149813
39,6.069622310029172,0.0,3.034001331989801,0.0,0.0,0.0,0.0
40,8.088345084365022,2.8153877964660046,4.567106148905872,4.084152293447875,4.639730338716097,5.118179463632354,1.6631298563296413
41,8.434326653017493,7.761831410052756,7.77730135498089,7.690566512498913,9.255654363406377,7.621338118670716,1.9581923182407805
42,6.4197237478014255,6.3812605524709225,6.373011763395844,6.323715061297771,6.319588048331711,6.336326018643589,1.8524285735908812
43,4.641588833612778,3.5121849596379326,3.8355605505326347,4.2631249052810105,3.9105056558490285,3.927453128292078,1.5947480822697275
44,7.205896267537511,6.248239866303641,6.283442134153941,6.306724657016848,6.329158591001947,6.374279412838402,1.8582484120657958
45,5.848035476425732,5.162344269785385,5.264772476924837,5.440121825414797,5.414926961058029,5.464849016395042,1.770412006073973
46,7.709683490755719,0.0,0.0,0.0,0.0,0.0,0.0
47,5.2100073095869135,4.910955055484575,5.044797842177019,5.00929007354645,5.037477333328569,5.054493477266288,0.0
48,7.289233736074769,4.05761790061864,3.8048358888327165,3.246118055508196,3.246118055508196,0.0,0.0
49,8.510673559385145,5.309389268464389,5.274819663613622,4.973463728058965,5.635066341891298,4.774709459019238,1.6840867945584979
50,5.2100073095869135,5.092762931176431,5.141775109362815,5.187004534379705,5.204129498248306,5.230641944047322,1.7338918009310196
51,6.4197237478014255,5.773631626257729,5.750779985705413,5.807247439658143,5.833890567475268,5.814893557472196,1.8000396199005555
52,6.812920690579613,6.283697350102065,6.092927357592628,5.937705713533739,5.83871465927331,5.739890839771279,1.78326732331565
53,8.226724410181133,4.877542470329176,4.459657691885671,4.434067145390467,4.729036485915668,3.9046515671729063,1.4065004900220532
54,7.514130803550183,5.881709266821494,5.889732118261179,5.913386023418437,5.930593818080804,5.951088731531609,1.8141877908790898
55,7.289233736074769,5.990704814821485,5.719132997720508,5.61780432523175,5.460806581772263,5.254295608678171,1.7153908279944186
56,8.908987181403392,3.52086329778855,3.922084058502872,2.334815148678032,0.0,2.3076121904720015,1.545475950069266
57,7.514130803550183,5.039786727002326,5.008920120959499,4.512310570752637,4.388370709273751,2.9646832229118454,1.6511538024010826
58,7.514130803550183,7.485231077557811,7.467780497741443,7.459634924973447,7.432695870842505,7.1373939910513196,1.9235024346614626
59,7.6472449133173,3.4153049517085137,3.2119372839366873,3.0352965306853443,3.2442657752576283,2.979771806267387,1.496321675785427
60,8.583742189325571,8.584221381381605,8.579649306307576,8.598716165189762,8.435103525495004,8.421218239349649,2.036835592649667
61,8.908987181403392,5.326901893127265,5.357166216163315,5.160114402702889,4.9626147667739176,4.899156660644719,1.7096470942809545
62,6.4197237478014255,6.4318939676621785,6.450831673029196,6.418775724369725,5.046530592135531,4.9149146653485545,1.4526835047376128
63,6.069622310029172,5.406949991072323,5.381884571241647,5.4633091737322745,5.438161243781625,5.4995481869589895,1.767220565694765
64,6.069622310029172,5.533828535969884,5.548123824935757,0.0,0.0,0.0,0.0
65,7.117441267127456,2.1508289121133606,0.0,0.0,0.0,3.647010283197876,0.0
66,7.6472449133173,7.309494183608551,7.279082623497304,7.24044524801796,4.488202454358021,4.490396103224464,1.646606213345831
67,4.641588833612778,3.5776655444209364,4.0156341944247735,3.980559589947397,3.9944469084550835,4.01611290150719,1.5922263483337749
68,7.709683490755719,2.587340236772446,2.587340236772446,3.2410115046971266,3.627904178790116,2.5873402367724463,1.5906592773038999
69,7.117441267127456,2.397685775689723,4.62991166474648,4.62991166474648,4.665341770202815,4.653961024623765,1.6394257937336836
70,5.2100073095869135,5.1457556423774395,5.080871823427968,5.084850990794617,5.123338910163114,4.730444775882594,1.6211559719846365
71,6.564197879454707,3.034001331989801,0.0,2.7029878975057957,2.7029878975057957,2.7029878975057966,1.3929901122707902
72,8.270371084000276,6.2264013224508155,6.243716456252474,6.260084202332253,6.2327078710922965,6.2963588731231255,1.848547605731464
73,7.6472449133173,4.567190022119286,4.237166991728023,2.968310650001165,4.168551558046716,3.9585777311949357,1.564437597465903
74,8.135788805042957,0.0,0.0,3.829715924000752,0.0,3.648558579610506,0.0
75,8.354359369161042,3.8077564323903417,4.207739360434008,5.345735964528383,4.031126427701094,6.566288552142939,1.7583635800437794
76,5.2100073095869135,4.944847977430059,5.081462313523101,5.052824951617728,5.069586774014485,5.087152771530645,1.7263192407949435
77,6.069622310029172,5.9152285733733105,5.778375818433943,5.748551987170618,4.612993031515712,4.609315485668059,1.6683781608633335
78,8.18188823000027,2.5742387976791643,2.5742387976791643,2.5742387976791643,2.5742387976791643,2.5742387976791643,1.3705123197447464
79,5.574255561017864,5.52314675483296,5.562174676140627,5.584305747819685,5.510656552957524,5.458332641942244,1.6274058637985456
80,7.883187814525109,0.0,0.0,0.0,0.0,0.0,0.0
81,8.817584758505351,7.407846877119458,7.3509560628755155,7.388656590480923,6.418546258649638,5.551447792739398,1.7727174566542774
82,8.434326653017493,5.348557398427502,5.503813601617418,5.586574533124721,5.666366557592831,7.514130803550183,1.3407492401952807
83,6.2568903148200254,5.4541278460177685,5.49303557242883,5.514062158479908,5.293148508345928,5.205612964564543,1.7324801109275676
84,8.583742189325571,7.131921671130526,7.197809874193473,7.088114439300065,6.862318636197387,6.868438110297619,1.8892949482810557
85,6.069622310029172,6.047345716732437,6.02559566703137,5.27273608591748,5.227828737351774,5.181039418304096,1.7310634009437735
86,7.368062997280773,7.117696742092814,6.898825578033271,6.448950375959535,7.007605104602765,7.007496609498108,1.91540507543863
87,8.434326653017493,2.7029878975057957,3.246118055508196,3.034001331989801,2.7029878975057957,2.7029878975057966,1.3929901122707902
88,7.368062997280773,3.9547966804445402,4.100128850623639,4.331462020817698,4.526717584116602,4.38117272529871,1.446221893069416
89,7.117441267127456,6.5820321215823485,7.002150229239255,5.106918603470131,3.3162093554030436,4.3835443008356645,1.4820529497081323
90,5.2100073095869135,4.524874296346235,4.499930845734663,4.614189068212506,4.678594936337084,4.80544035913656,1.6848482304673655
91,7.6472449133173,7.190198244987643,7.212520742648835,7.226846384192148,7.240629502233069,7.265752287880284,1.9385859853514409
92,8.088345084365022,4.426646051831182,0.0,3.9788901013626425,3.961999449886263,0.0,0.0
93,6.812920690579613,3.5495366597555704,4.208370916101835,0.0,0.0,0.0,0.0
94,7.368062997280773,3.095616209113392,3.4206640125258656,3.0717076619745356,3.0717076619745356,0.0,0.0
95,6.2568903148200254,5.97819796502956,6.004150907472428,6.011900709051434,5.1922733090742685,5.17508466652014,1.7302754784935288
96,6.694329500821695,6.614177709880035,6.643746328085998,6.6649126835388754,5.73460887073862,5.60305299695465,1.775788874286377
97,8.434326653017493,3.9787229597305895,4.501645432418157,3.8766087617293237,4.3145731880126945,5.455715164315919,1.6676919296366146
98,7.289233736074769,6.643913706535044,6.6451876666677885,6.681949883589706,6.69153728689119,6.665824821086304,1.8036019221694741
99,6.069622310029172,5.152982965803434,5.126873958822386,5.070631449732785,4.858336876837154,4.54940521550434,1.6463864536966661
100,5.2100073095869135,5.118037092264875,5.182154920700165,5.19068221365097,5.130631292635008,5.115899141766677,1.3209730543974068
101,7.205896267537511,2.959567245354594,4.657846094139861,3.0777723066950706,2.7311235647424748,2.1544346900318834,1.4972573252578238
102,8.510673559385145,2.080083823051904,2.591634611890264,5.648392399387258,5.6603877136648055,5.679528529008464,1.7856179185681098
